FROM,TO,WEIGHT
rodolfoorrego3,bohn_ingrid,1
rodolfoorrego3,j_valdivieso_r,1
marianalagosb,sebasti45781359,1
marianalagosb,paz_charpentier,1
marianalagosb,lucasaykal,1
andrea_cb17,sebasti45781359,1
andrea_cb17,joh2olife,1
andrea_cb17,cecilia35801686,1
andrea_cb17,berfontaine,1
andrea_cb17,24horastvn,1
andrea_cb17,soyelfele,1
andrea_cb17,latendenciacl,1
andrea_cb17,nancy51010331,1
andrea_cb17,chica61432746,1
andrea_cb17,lucyanaah,1
andrea_cb17,sinfiltros_tv,1
dipangui,osvaldo_contr2r,1
dipangui,o287ro8at1,1
abach81140992,berfontaine,1
damaira_nnie,ampueroadriana,1
rockerarebelde3,cris__chile,1
rockerarebelde3,24horastvn,1
lilihormazabal,berfontaine,1
carolnb,sebasti45781359,1
carolnb,berfontaine,1
eyzacine,ampueroadriana,1
eyzacine,anamuri3,1
eyzacine,carovilchesf,1
eyzacine,flavioqr,1
eyzacine,chamilactriz,1
eyzacine,maluchayallego,1
eyzacine,cartadetriunfo,1
correaodette,ampueroadriana,1
jmolino2,berfontaine,1
nachoycristel2,tiapikachu,1
tenient93578302,sebasti45781359,1
lukasqlml,timyotul_,1
laurava73169796,ampueroadriana,1
laurava73169796,hugoguionista,1
emece53,apruebomacul,1
emece53,cristian_quiroz,1
emece53,femuch1,1
emece53,joeheimg,1
emece53,chamilactriz,1
katiray_27,berfontaine,1
katiray_27,maldonadocurti,1
katiray_27,sinfiltros_tv,1
anmagf_f,ralvarezlama,1
anmagf_f,24horastvn,1
manchuspanchus,cris__chile,1
manchuspanchus,eldrone3,1
manchuspanchus,paz_charpentier,1
manchuspanchus,ropaestilosa,1
manchuspanchus,berasteguinora,1
manchuspanchus,sebasti45781359,1
manchuspanchus,mmullor2016,1
manchuspanchus,macapatriota,1
manchuspanchus,apolinio_73,1
manchuspanchus,miguelhuerta32,1
manchuspanchus,javiparada,1
manchuspanchus,chica61432746,1
manchuspanchus,mrblue3440,1
labrin_leo,berfontaine,1
nau_soa,ralvarezlama,1
nau_soa,jirarrazavalr,1
nau_soa,aldunatefran,1
nau_soa,ultimo_baluarte,1
bjlabbe,leromerow,1
bjlabbe,cristian_quiroz,1
bjlabbe,gheragor,1
iigualdad,el_ciudadano,1
iigualdad,cgomezcas,1
bailanto93,ampueroadriana,1
bailanto93,hugoguionista,1
htwy_noa,el_ciudadano,1
richard14705559,ampueroadriana,1
dragoni22421519,ralvarezlama,1
dragoni22421519,miderechoeducar,1
dragoni22421519,maurita_v,1
dragoni22421519,puebla_manu,1
dragoni22421519,davidpintoi,1
dragoni22421519,ahsa717,1
dragoni22421519,aldunatefran,1
dragoni22421519,pancho_t_s,1
dragoni22421519,gubernatti,1
dragoni22421519,mariacborsotto,1
dragoni22421519,lucasaykal,1
cairnte,sebasti45781359,1
sivyl17,ralvarezlama,1
juanluis_fg,sebasti45781359,1
juanluis_fg,conihube,1
juanluis_fg,aldunatefran,1
juanluis_fg,wesserbesser,1
aguaviva963,berfontaine,1
aguaviva963,carlosesdelalbo,1
aguaviva963,angeldlacruz_,1
aguaviva963,gubernatti,1
aguaviva963,sinfiltros_tv,1
chinorip,sebasti45781359,1
viveresximena,sebasti45781359,1
viveresximena,alegaportodo,1
viveresximena,sinfiltros_tv,1
viveresximena,chica61432746,1
viveresximena,macapatriota,1
alfredojarabra2,dinoazulado_d6,1
alfredojarabra2,24horastvn,1
alfredojarabra2,hugoguionista,1
alfredojarabra2,el_ciudadano,1
gogolo1968,sebasti45781359,1
plurinacionalc,constindigena,1
colorvirtual,matecantor,1
sodauc_,sebasti45781359,1
sodauc_,jirarrazavalr,1
sodauc_,sinfiltros_tv,1
arugar2,kennysubiabre,1
claudiohcepeda,ampueroadriana,1
mpinto7000,berfontaine,1
mpinto7000,javiercarlamari,1
lgarciaja,sebasti45781359,1
lgarciaja,pablomanzanar1,1
lgarciaja,tatty1977,1
belusozuniga,24horastvn,1
belusozuniga,gloconstituyent,1
roxanariffoc,sebasti45781359,1
roxanariffoc,cfelmerv,1
roxanariffoc,lucyanaah,1
claester,andresamengual,1
claester,kekabasualdo,1
claester,24horastvn,1
claester,elpedrochamorro,1
claester,sinfiltros_tv,1
claester,lucyanaah,1
yayicesaracubri,berfontaine,1
relemapuches,rkatrileo,1
relemapuches,kennysubiabre,1
relemapuches,afc073,1
relemapuches,monosdelatele,1
relemapuches,millaburadolfo,1
juanpablo_bae,ccifuentesh,1
chacanagarrido,cris__chile,1
pandreaeliz,berfontaine,1
pandreaeliz,miderechoeducar,1
jciturrate,ccifuentesh,1
jciturrate,sinfiltros_tv,1
jeka_auc,24horastvn,1
jeka_auc,aldunatefran,1
rafa_benavides,berfontaine,1
imbert50,24horastvn,1
imbert50,conihube,1
imbert50,dariensilvat,1
caro_aac,berfontaine,1
mitchbrennender,24horastvn,1
miguelgaraym,dinoazulado_d6,1
miguelgaraym,edosalascerda,1
miguelgaraym,contexto_cl,1
miguelgaraym,la_redacciontv,1
miguelgaraym,adiariocl,1
miguelgaraym,cristofer_lara2,1
miguelgaraym,afc073,1
anitap1975,ampueroadriana,1
pixxokurov,ccifuentesh,1
pixxokurov,berfontaine,1
pixxokurov,halunkevalnor,1
pixxokurov,mmullor2016,1
mg_mastra,dinoazulado_d6,1
elculebras,pelaoqlocomics,1
elculebras,lucyanaah,1
jesssilvapoble1,katencitavq,1
rednac_danzasur,fuerzacultural1,1
bcambise,jorgepablolguin,1
jluisg41592665,24horastvn,1
jluisg41592665,paz_charpentier,1
patriciohoff,an_pyl,1
patriciohoff,encuestaschil10,1
johnangeloruiz1,berfontaine,1
paudiaza,damabarca,1
paudiaza,dipjavimorales,1
paudiaza,conyschon,1
paudiaza,ursulaeggers,1
prensaps,el_ciudadano,1
zapata_renato,pcayuqueo,1
jeannette1312_,el_ciudadano,1
marioar1969,tiapikachu,1
branemark1,conihube,1
branemark1,felipe33ingeco,1
branemark1,davidpintoi,1
branemark1,gouvrard,1
branemark1,aldunatefran,1
branemark1,sinfiltros_tv,1
branemark1,artemisofarica,1
caminoalcorazon,ampueroadriana,1
caminoalcorazon,el_ciudadano,1
caminoalcorazon,zcensurada,1
caminoalcorazon,pagina19cl,1
titankhala,newsmexicocommx,1
pra_beto,newsmexicocommx,1
criordor,24horastvn,1
criordor,alvinsm15,1
criordor,mestrellapachec,1
criordor,carovilchesf,1
criordor,laplacerasch,1
criordor,antorivas,1
criordor,geografascl,1
criordor,afc073,1
joshuarr43,ampueroadriana,1
joshuarr43,el_ciudadano,1
scsarquitecto,24horastvn,1
scsarquitecto,modatima_cl,1
scsarquitecto,nadasinnosotras,1
scsarquitecto,imaginacl,1
marcediazs,ampueroadriana,1
marcediazs,dlirio,1
marcediazs,felipe_ruizb,1
lore38230763,fedoraletelier,1
lore38230763,berfontaine,1
sarafepa,bacigalupe,1
quesoralla0,saraoki,1
elenadtroya13,valeriasalinero,1
elenadtroya13,tron_1971,1
mauroleighton,el_ciudadano,1
juanlagosm1,nuevasvoces921,1
juanlagosm1,ossandonlira,1
cristob40910084,el_ciudadano,1
milafuentes6,24horastvn,1
galobarriga1,bacigalupe,1
galobarriga1,yasnalewin,1
dougnacm,fedoraletelier,1
dougnacm,cachoescalona1,1
dougnacm,cmolinatapia,1
elisaberm,dinoazulado_d6,1
elisaberm,v_bachelet,1
elisaberm,hugoguionista,1
elisaberm,norambio,1
elisaberm,damabarca,1
rifkaabu,sebasti45781359,1
rifkaabu,panchoorregog,1
rifkaabu,24horastvn,1
rifkaabu,ccifuentesh,1
rifkaabu,hombreimaginari,1
rifkaabu,a_raiser06,1
alealegria93,pgvivar,1
987goretti,josgarc25084797,1
rdlaflorida,coteoyarzund7,1
rdlaflorida,el_ciudadano,1
rdlaflorida,contexto_cl,1
rdlaflorida,diego_diazgonza,1
rdlaflorida,andresgiordanos,1
rdlaflorida,lf_aprueba,1
auslandereh,marcialval86,1
auslandereh,halunkevalnor,1
auslandereh,hugoguionista,1
auslandereh,jorgepablolguin,1
auslandereh,rkatrileo,1
auslandereh,diputadonaranjo,1
auslandereh,irisaco29373188,1
auslandereh,tron_1971,1
auslandereh,livillo,1
mariasuperstars,nonobanez,1
mariasuperstars,conihube,1
mariasuperstars,berfontaine,1
mariasuperstars,encuestanonima,1
mariasuperstars,ciudadliberal11,1
mariasuperstars,paz_charpentier,1
mariasuperstars,aldunatefran,1
mariasuperstars,osvaldo_contr2r,1
setcheve,an_pyl,1
setcheve,alearayaram31,1
setcheve,andresamengual,1
setcheve,rossandoni,1
setcheve,kekabasualdo,1
setcheve,ossandonlira,1
setcheve,ivanparisf1,1
setcheve,checholalo,1
setcheve,berfontaine,1
setcheve,encuestaschil10,1
ivettem60,nodoxxi,1
ivettem60,constituyentefa,1
ivettem60,danielstingo,1
ivettem60,elamericax,1
ivettem60,ximenaperaltafi,1
kazujackpeter,tiapikachu,1
armando91142904,24horastvn,1
paulitaaz,berfontaine,1
paulitaaz,aldunatefran,1
paulitaaz,supernova_2020,1
paulitaaz,bohn_ingrid,1
paulitaaz,sinfiltros_tv,1
paulitaaz,el_despierto26,1
leftseba,pelaoqlocomics,1
manuels27458006,pcayuqueo,1
nuncainyasna,ampueroadriana,1
nuncainyasna,jeniffermella,1
colinirrodolfo,el_ciudadano,1
3vidd,el_ciudadano,1
3vidd,ivan_antonio,1
mujer_libertad,notapruebo,1
veducador,bacigalupe,1
veducador,robertoceledonf,1
veducador,porelapruebo,1
veducador,marcoqz,1
veducador,eziocosta,1
beatriaz,notapruebo,1
cordero1970_52,el_ciudadano,1
leslie0055,el_ciudadano,1
franciscojmuo10,andreaduennas,1
franciscojmuo10,angeldlacruz_,1
eliclemenmr,el_ciudadano,1
eliclemenmr,pparede,1
eliclemenmr,ndi3go,1
eliclemenmr,zcensurada,1
dr_nachorr,notapruebo,1
josejeraldomusi,pcayuqueo,1
josejeraldomusi,24horastvn,1
angela72022,nuevasvoces921,1
angela72022,amorenoe,1
gloria_patriota,nuevasvoces921,1
gloria_patriota,chilelibertad21,1
gloria_patriota,artemisofarica,1
lilita_34476929,24horastvn,1
vitokocastillo,jorgepablolguin,1
vitokocastillo,hugoguionista,1
vitokocastillo,apruebo4septbre,1
gutenbergjosue,sebasti45781359,1
gutenbergjosue,cladiavigera,1
gutenbergjosue,supernova_2020,1
gutenbergjosue,el_despierto26,1
jerezcaro,pcayuqueo,1
patanaherrera,berfontaine,1
bougain89635823,luzma_ossa,1
bougain89635823,abustaman,1
bougain89635823,becasess,1
bougain89635823,quirkearrau,1
bougain89635823,osornocentral,1
bougain89635823,angeldlacruz_,1
ejcardena,damabarca,1
ejcardena,el_ciudadano,1
ejcardena,bessygallardop,1
botemeterio,juanagonzlezpa2,1
diegoramrezsnc6,leojofrecore,1
vitabossan,kennysubiabre,1
vitabossan,rrespaldo3,1
vitabossan,rabadillo,1
vitabossan,paulodelgadoi,1
vitabossan,el_ciudadano,1
vitabossan,gheragor,1
vitabossan,stelartoqui,1
vitabossan,ximenaperaltafi,1
vitabossan,r_saavedram,1
vitabossan,angelikamati,1
mor3n1to_,rinconsalfate,1
mcatojo,24horastvn,1
caritoguerrafu,leojofrecore,1
elpi110973,ropaestilosa,1
elpi110973,maldonadocurti,1
elpi110973,arnausarrat,1
amunateguirosa,ossandonlira,1
amunateguirosa,panchoorregog,1
amunateguirosa,maldonadocurti,1
amunateguirosa,gubernatti,1
alejandracayuqu,pcayuqueo,1
patriotasantiag,sinfiltros_tv,1
patriotasantiag,mmullor2016,1
gabobravo98,jorgepablolguin,1
gabobravo98,ampueroadriana,1
sergio_basaure,bacigalupe,1
chicahuale,contexto_cl,1
arsenio26t,24horastvn,1
arsenio26t,infogatecl,1
arsenio26t,diputadonaranjo,1
arsenio26t,jeniffermella,1
caroamadrid,jorgepablolguin,1
caroamadrid,vladomirosevic,1
caroamadrid,zcensurada,1
caroamadrid,squellaagustin,1
caroamadrid,livillo,1
caroamadrid,muninunoa,1
nancy51010331,berfontaine,1
nancy51010331,paz_charpentier,1
nancy51010331,benjaerra,1
nancy51010331,artemisofarica,1
nancy51010331,sinfiltros_tv,1
piasandrock,ropaestilosa,1
brga10,contexto_cl,1
brga10,ursulaeggers,1
brga10,v_bachelet,1
brga10,el_ciudadano,1
brga10,meqchile,1
brga10,loretojaramales,1
brga10,danilopezlv,1
brga10,kennysubiabre,1
brga10,gheragor,1
brga10,natividadllanq3,1
brga10,carovilchesf,1
brga10,millaburadolfo,1
brga10,elisagiustinia1,1
juan_durban,pcayuqueo,1
juan_durban,jaime_bassa,1
juan_durban,delosquesobran,1
tjaque,ampueroadriana,1
pilarbascurr,rinconsalfate,1
cruzoe1,jorgepablolguin,1
cruzoe1,kennysubiabre,1
antoniolagosb,jorgepablolguin,1
antoniolagosb,yasnalewin,1
antoniolagosb,porelapruebo,1
antoniolagosb,anamuri3,1
jpabloxxi,pcayuqueo,1
leonidas_aragon,berfontaine,1
genzjosefa,sebasti45781359,1
genzjosefa,24horastvn,1
juanenr59182082,zcensurada,1
juanenr59182082,comundignidad,1
juanenr59182082,danielstingo,1
juanenr59182082,bacigalupe,1
juanenr59182082,livillo,1
juanenr59182082,luisreveco1,1
juanenr59182082,eduhernava,1
conicasema1,lionsnca23,1
conicasema1,paz_charpentier,1
cristia85817340,jorgepablolguin,1
cotetuga,pcayuqueo,1
cotetuga,el_ciudadano,1
carloslabarcar,victorlobosvet,1
margamarcha,jorgepablolguin,1
jhonsnowchileno,pcayuqueo,1
jhonsnowchileno,yasnalewin,1
eplazavalpo,lacocinacl,1
_hoyno_,ampueroadriana,1
andraantony1,juglar_moderno,1
andraantony1,bbkqk,1
semitalucis,somosarchi,1
semitalucis,arnausarrat,1
comentaryopinar,joh2olife,1
krolinasanchezv,dgalarce,1
krolinasanchezv,lajoce22,1
krolinasanchezv,angeldlacruz_,1
krolinasanchezv,mmullor2016,1
eldani07800084,nuevasvoces921,1
eldani07800084,willywonkis_,1
eldani07800084,sinfiltros_tv,1
eldani07800084,panchoorregog,1
coca67851948,miderechoeducar,1
coca67851948,cgabriel01,1
coca67851948,ilusa75462903,1
coca67851948,kekabasualdo,1
coca67851948,supernova_2020,1
coca67851948,berfontaine,1
ratasantiaguina,jclaissac,1
ratasantiaguina,monitorsocial3,1
ratasantiaguina,rmontero_,1
jotapevaldivia,joselabbem,1
jotapevaldivia,24horastvn,1
jotapevaldivia,gubernatti,1
jotapevaldivia,sinfiltros_tv,1
cyndi_gon,ampueroadriana,1
cyndi_gon,yasnalewin,1
cyndi_gon,gronow66,1
cyndi_gon,oiga_profe,1
cyndi_gon,cristian_quiroz,1
cyndi_gon,ncamusl,1
cyndi_gon,dunicos,1
cyndi_gon,jeniffermella,1
cyndi_gon,eduhernava,1
rodrigo_elsilva,osvaldo_contr2r,1
rodrigo_elsilva,gubernatti,1
rodrigo_elsilva,wesserbesser,1
rodrigo_elsilva,alberto84139028,1
rodrigo_elsilva,tatty1977,1
rodrigo_elsilva,lucasaykal,1
bernarditamand2,joselabbem,1
_carmenreyesb,elgonzaalo,1
_carmenreyesb,gubernatti,1
_carmenreyesb,sinfiltros_tv,1
gonza_manbran,gabrifsar,1
gonza_manbran,andreaquijon,1
joanalu90445892,joselabbem,1
arancibia2020,berfontaine,1
arancibia2020,lucyanaah,1
anacruces14,tiapikachu,1
anacruces14,24horastvn,1
anacruces14,delosquesobran,1
anacruces14,modatima_cl,1
anacruces14,gracearcosm,1
anacruces14,diputadonaranjo,1
anacruces14,lidiayagan,1
anacruces14,pcdechile_valpo,1
anacruces14,afc073,1
buenchelo,berfontaine,1
confusamchile,pcayuqueo,1
confusamchile,betgerber,1
confusamchile,eziocosta,1
loayzaloayza4,aldunatefran,1
loayzaloayza4,cototudo2,1
loayzaloayza4,reclamos,1
loayzaloayza4,sinfiltros_tv,1
sandrasilvach,berfontaine,1
sandrasilvach,conihube,1
sandrasilvach,drumerkan,1
sandrasilvach,ultimo_baluarte,1
cohe_sonia,dmarsi,1
cohe_sonia,finsethmichael,1
jorgeparedes70,contexto_cl,1
anderswensioe,berfontaine,1
anderswensioe,aldunatefran,1
marthayines,ccifuentesh,1
marthayines,davidpintoi,1
marthayines,mangelhv,1
marthayines,jfrusell,1
marthayines,pablodelapeyra,1
marthayines,bbkqk,1
juananticon,24horastvn,1
patriciaescorin,berfontaine,1
gladys66221074,pgvivar,1
gladys66221074,el_ciudadano,1
danilofuenteal3,ampueroadriana,1
lauritasan281,joselabbem,1
lauritasan281,paz_charpentier,1
mesiasmargarita,elgonzaalo,1
mesiasmargarita,ciudadliberal11,1
mesiasmargarita,angeldlacruz_,1
mesiasmargarita,jordi_verges,1
mesiasmargarita,forregob,1
kisarivera01ju1,apruebomacul,1
kisarivera01ju1,yasnalewin,1
kisarivera01ju1,pulentodago,1
kisarivera01ju1,conyschon,1
kisarivera01ju1,modatima_cl,1
kisarivera01ju1,cnashr,1
kisarivera01ju1,referenterps,1
kisarivera01ju1,manuconstituye,1
kisarivera01ju1,jeniffermella,1
kisarivera01ju1,comundignidad,1
kisarivera01ju1,ampueroadriana,1
monoporfiado3,gloria_patriota,1
monoporfiado3,supernova_2020,1
mldelriourrutia,berfontaine,1
mldelriourrutia,alejandroarayah,1
mldelriourrutia,mansepul,1
mldelriourrutia,miguelhuerta32,1
mldelriourrutia,paz_charpentier,1
mldelriourrutia,24horastvn,1
mldelriourrutia,squellaagustin,1
mldelriourrutia,mangeles_hm,1
mariperaltam1,ccifuentesh,1
mariperaltam1,panchoorregog,1
mariperaltam1,crisvillavera,1
daniels_jordana,joselabbem,1
daniels_jordana,miderechoeducar,1
daniels_jordana,berfontaine,1
daniels_jordana,mangelhv,1
daniels_jordana,a_raiser06,1
daniels_jordana,gubernatti,1
daniels_jordana,quirkearrau,1
luisgavilann1,laconvencion_,1
luisgavilann1,conyschon,1
negativo_reizen,joselabbem,1
marianapennab,jaime_bassa,1
abremollera,jaime_bassa,1
abremollera,funconst21,1
elgabo_80,jaime_bassa,1
elgabo_80,oiga_profe,1
elgabo_80,hugoguionista,1
veteranadel73,berfontaine,1
veteranadel73,divasto,1
veteranadel73,aldunatefran,1
veteranadel73,franctivista,1
gcom2016,jaime_bassa,1
expandedwolf,el_ciudadano,1
expandedwolf,carovilchesf,1
expandedwolf,delosquesobran,1
michaelcastil29,laconvencion_,1
michaelcastil29,ursulaeggers,1
michaelcastil29,valpolalleva,1
michaelcastil29,hugoguionista,1
michaelcastil29,gheragor,1
michaelcastil29,carovilchesf,1
michaelcastil29,alvinsm15,1
michaelcastil29,josefuenzalidag,1
pcs_daniela,ropaestilosa,1
pcs_daniela,kekabasualdo,1
pcs_daniela,elfachopobre80,1
pcs_daniela,miguelhuerta32,1
pcs_daniela,ccifuentesh,1
pcs_daniela,paz_charpentier,1
pcs_daniela,willywonkis_,1
pcs_daniela,benjaerra,1
pcs_daniela,berfontaine,1
pcs_daniela,cfelmerv,1
krad34411,jorgepablolguin,1
josecarreno7,pivotes_cl,1
mariaan72281007,jaime_bassa,1
mariaan72281007,conyschon,1
mariaan72281007,danielstingo,1
jubeportalatino,warmircha,1
fernand26605621,jaime_bassa,1
fernand26605621,constituyentefa,1
fernand26605621,estallidotw,1
fernand26605621,danielstingo,1
fernand26605621,palkatiao,1
fernand26605621,mariseka,1
fernand26605621,luisreveco1,1
pattyndl,jaime_bassa,1
pattyndl,chamilactriz,1
pattyndl,m_pachecor,1
donzenob,warmircha,1
xchacoff,24horastvn,1
xchacoff,paz_charpentier,1
xchacoff,tatty1977,1
xchacoff,freddyrichard,1
xchacoff,maldonadocurti,1
xchacoff,arturoojeda466,1
sa1o1207,jaime_bassa,1
taboperez6,pcayuqueo,1
taboperez6,rkatrileo,1
necesitoyoga,ikramchilenial,1
gamendezlabbe,berfontaine,1
gamendezlabbe,profesor_silva,1
rlazo81,kleinstein_lop,1
rlazo81,aldunatefran,1
anfipodo,jaime_bassa,1
anfipodo,ursulaeggers,1
anfipodo,meqchile,1
sebs39079164,berfontaine,1
lapiezaoscura,jaime_bassa,1
lapiezaoscura,conyschon,1
italobonet,ncamusl,1
asr5880,betitocote,1
asr5880,andresgiordanos,1
boeninger,claumenaresb,1
datg1986,ikramchilenial,1
datg1986,danielsrc16,1
atlasarmitage,amorenoe,1
atlasarmitage,halunkevalnor,1
juan041050,chilelibertad21,1
juan041050,ccifuentesh,1
ogustok,berfontaine,1
ogustok,sinfiltros_tv,1
carlosfgarridog,pcayuqueo,1
cerocotas,tiapikachu,1
cerocotas,24horastvn,1
cerocotas,ursulaeggers,1
cerocotas,sergiocabellol,1
trendicchile,somosarchi,1
cuaumo,pcayuqueo,1
cuaumo,robertoceledonf,1
dickrockg,pcayuqueo,1
dickrockg,yasnalewin,1
dickrockg,marchanstar,1
dickrockg,nacido_ac,1
dickrockg,24horastvn,1
dickrockg,el_ciudadano,1
dickrockg,aki_rer,1
dickrockg,comundignidad,1
juanmaurobiobio,jclaissac,1
pedrojaque23,bacigalupe,1
pedrojaque23,xtianrocker,1
pedrojaque23,eziocosta,1
mariomo37463062,miderechoeducar,1
mariomo37463062,berfontaine,1
mariomo37463062,encuestaschil10,1
delpianocamila,pcayuqueo,1
b_natalia,jaime_bassa,1
lachina_chile,jaime_bassa,1
lachina_chile,dlirio,1
lachina_chile,robertoceledonf,1
enrique51767188,dmarsi,1
laverdadpura8,csmelipilla,1
laverdadpura8,dlirio,1
jkarenga_epujsv,jorgepablolguin,1
jkarenga_epujsv,24horastvn,1
jkarenga_epujsv,pcdechile_valpo,1
marcellapv,vitalicio7020,1
marcellapv,primeralineatw1,1
loreniski,csmelipilla,1
loreniski,allendexxi,1
pedro_artista,ikramchilenial,1
jose23_97,ikramchilenial,1
maxrealjaa1,rkatrileo,1
maxrealjaa1,felipe_ruizb,1
pato_ahumada_c,historiadorecon,1
pato_ahumada_c,modatima_cl,1
dokarmog,pcayuqueo,1
dokarmog,yasnalewin,1
dokarmog,robertoceledonf,1
dokarmog,jmovandojeria,1
dokarmog,ahanubis,1
dokarmog,elisagiustinia1,1
dokarmog,marcetys,1
dokarmog,mislecinha,1
dokarmog,jorgepablolguin,1
olacelesteprovi,miderechoeducar,1
rubilarcaro,ccifuentesh,1
pilaraviles5,berfontaine,1
pilaraviles5,miguelhuerta32,1
pilaraviles5,amorenoe,1
jaimegquinoness,kekabasualdo,1
jaimegquinoness,ccifuentesh,1
jaimegquinoness,rogofe47chile,1
jaimegquinoness,alexriverosm,1
maf_placilla,tele13_radio,1
piscian04354102,ampueroadriana,1
piscian04354102,hugoguionista,1
ccu_federacion,nino_mundaca,1
mdelpinos,berfontaine,1
mdelpinos,maldonadocurti,1
jasonvo09797630,berfontaine,1
jasonvo09797630,divasto,1
jasonvo09797630,paz_charpentier,1
jasonvo09797630,aldunatefran,1
jasonvo09797630,gubernatti,1
jasonvo09797630,sinfiltros_tv,1
jasonvo09797630,artemisofarica,1
jasonvo09797630,panchoorregog,1
claudioroar,apolinio_73,1
claudioroar,divasto,1
claudioroar,ivanparisf1,1
claudioroar,angeldlacruz_,1
blancariveros13,miderechoeducar,1
blancariveros13,aldunatefran,1
blancariveros13,kekabasualdo,1
tiankine,javier_chl,1
robinaraya,somosarchi,1
pamelad66,cfda1964,1
pamelad66,sinfiltros_tv,1
allendedanitza,javier_chl,1
allendedanitza,lucyanaah,1
marco63574898,javier_chl,1
gloriag23,berfontaine,1
gloriag23,paz_charpentier,1
betty_galdames,javier_chl,1
ceci1222,berfontaine,1
ceci1222,piri_iriarte,1
ceci1222,alternativatv_,1
ceci1222,angeldlacruz_,1
ceci1222,davidpintoi,1
ceci1222,maldonadocurti,1
ceci1222,dariensilvat,1
ceci1222,supernova_2020,1
ceci1222,lucasaykal,1
ceci1222,pablodelapeyra,1
ceci1222,tatty1977,1
ceci1222,crisvillavera,1
ceci1222,simonpintof,1
ceci1222,arnausarrat,1
ceci1222,quirkearrau,1
ceci1222,encuestaschil10,1
ceci1222,franctivista,1
hipierasta,fuerzacultural1,1
hipierasta,ursulaeggers,1
hipierasta,chucaraperez,1
hipierasta,elisagiustinia1,1
hipierasta,miguelgaraym,1
hipierasta,lizmar53487744,1
hipierasta,centraleschile,1
hipierasta,mpaolatuteleers,1
hipierasta,r_saavedram,1
malebranpaulina,kennysubiabre,1
malebranpaulina,paulodelgadoi,1
niebuam,magica_radio,1
niebuam,lucyanaah,1
tani_rulo,javier_chl,1
pormiylosmios,phillipefarfara,1
geno_ka,mangelhv,1
geno_ka,encuestaschil10,1
geno_ka,mariacborsotto,1
lora32181263,javier_chl,1
lora32181263,aldunatefran,1
roco96548510,conapaschile,1
angeldlacruz_,javier_chl,1
angeldlacruz_,conihube,1
angeldlacruz_,miderechoeducar,1
josemig10740369,javier_chl,1
josemig10740369,cfelmerv,1
judasmacabeo35,javier_chl,1
ardagor,jaime_bassa,1
ardagor,24horastvn,1
ardagor,rmontero_,1
alejonenen,javier_chl,1
tomaswiva,miderechoeducar,1
tomaswiva,sebasti45781359,1
tomaswiva,amarillos_chile,1
tomaswiva,lucyanaah,1
tottisima,mangelhv,1
miriscubillos,berfontaine,1
