FROM,TO,WEIGHT
rovice,dpm_chile2020,1
rovice,valeskamondaca1,1
rovice,apruebocorazon,1
rovice,el_ciudadano,1
rovice,cvlareina,1
macpunk,ursulaeggers,1
altairfilms,squellaagustin,1
nilssonrp72,panchoorregog,1
es_opinar,24horastvn,1
fernanmed,panchoorregog,1
fernanmed,sinfiltros_tv,1
marimoralesqui1,confusamchile,1
sergiomoena1,panchoorregog,1
sergiomoena1,aldunatefran,1
galateak,panchoorregog,1
labdentalchile,latendenciacl,1
ale_dj,panchoorregog,1
maratrinibarro1,profesor_silva,1
estroncia,mariariveramit,1
vlkantun_vule,carojasque,1
vlkantun_vule,allendexxi,1
vlkantun_vule,jedomm,1
vlkantun_vule,yasnalewin,1
vlkantun_vule,el_ciudadano,1
mgottreux,panchoorregog,1
tronadoronline,panchoorregog,1
tronadoronline,24horastvn,1
miranda_yany,medicanatyh,1
miranda_yany,lau_nehuen,1
ronnyrosales8,renatoberaun,1
sole45027984,mariariveramit,1
metaforaliteral,panchoorregog,1
georginavg84,fedoraletelier,1
nelsonh21463241,mariariveramit,1
col_socialista,r_calderon77,1
feliphe_1001777,panchoorregog,1
feliphe_1001777,pelaoqlocomics,1
tdpsv,panchoorregog,1
tdpsv,sinfiltros_tv,1
1977_ariel,panchoorregog,1
1977_ariel,davidpintoi,1
alejand87979853,tatty1977,1
enalvareli,pmaldonadogutir,1
enalvareli,padre_n,1
enalvareli,evach02,1
macamovillo,ccifuentesh,1
macamovillo,davidpintoi,1
macamovillo,berfontaine,1
eljovenmanosde,conyschon,1
eljovenmanosde,flavioqr,1
eljovenmanosde,medicen_lilo,1
eljovenmanosde,fernando_atria,1
juantenorio_de,conyschon,1
relativedogmas,conyschon,1
relativedogmas,la_convergencia,1
relativedogmas,jeniffermella,1
elamericax,conyschon,1
rolbinsky,conyschon,1
rafasoler3,conyschon,1
lorenafriesm,conyschon,1
nico_silva93,conyschon,1
nico_silva93,gheragor,1
magr1972,panchoorregog,1
magr1972,atento44,1
valeryleym,allendexxi,1
ladydo2020,panchoorregog,1
escena24,conyschon,1
escena24,contexto_cl,1
escena24,el_ciudadano,1
escena24,hugoguionista,1
escena24,diputadonaranjo,1
escena24,marcetys,1
escena24,gheragor,1
escena24,lauralbornoz,1
escena24,jfgallardoperez,1
escena24,jminnovando,1
indaliciap,conyschon,1
indaliciap,el_ciudadano,1
juankaso,allendexxi,1
juankaso,marcelaverad,1
juankaso,lakallesnuestra,1
zolezzicamilo,conyschon,1
nicolasaletorr,conyschon,1
framirezvidal,conyschon,1
jose80172865,panchoorregog,1
pedrojofre,chileppan,1
marisolpradapra,el_ciudadano,1
cecilia_evm,allendexxi,1
cordobainaqui,allendexxi,1
corbarta,el_ciudadano,1
felestoros,panchoorregog,1
hernancamposv,panchoorregog,1
jamie15lee10,allendexxi,1
jjnunezm,conyschon,1
ilsieam,conyschon,1
sebastafari,el_ciudadano,1
albertocecereu,conyschon,1
albertocecereu,squellaagustin,1
quimier,conyschon,1
quimier,el_ciudadano,1
quimier,meqchile,1
quimier,cnashr,1
jedomm,diputadonaranjo,1
jedomm,la_redacciontv,1
jedomm,eziocosta,1
marcelaaldana31,panchoorregog,1
labeita,conyschon,1
jathaualpa,chincha_rojo,1
jathaualpa,krugger65,1
jathaualpa,slizana25,1
jathaualpa,alejandrotrelle,1
itsame_andres,el_ciudadano,1
_sighx,conyschon,1
erickz88726818,conyschon,1
daniela7489,berfontaine,1
daniela7489,halunkevalnor,1
adolfo36370731,conyschon,1
franjaqui2,conyschon,1
ingrid_ms74,conyschon,1
grpatricio,el_ciudadano,1
grpatricio,rsumen,1
grpatricio,desdeorigenes,1
larsl72,panchoorregog,1
larsl72,miderechoeducar,1
andrsfischer1,macapatriota,1
lunarxuprising,conyschon,1
ettiennomas,conyschon,1
samv11881320,panchoorregog,1
otneimamarred,conyschon,1
monaflu,berfontaine,1
simongonzalezb,nespinozat97,1
josefosky,panchoorregog,1
jeshuramoryan,conyschon,1
mbmmaipo,allendexxi,1
vquilodrans,conyschon,1
jorgeolivos14j,conyschon,1
shoopscar,conyschon,1
italofranzani,conyschon,1
derendenden,conyschon,1
motherwaterh,dpm_chile2020,1
motherwaterh,el_ciudadano,1
motherwaterh,rodrigoarayac_,1
motherwaterh,24horastvn,1
motherwaterh,nicolasavargas,1
franko_ad,conyschon,1
franko_ad,oenasa,1
humbert38896733,el_ciudadano,1
humbert38896733,crovanos,1
alonsopenago11,conyschon,1
hrompato,ru_pbalamatanza,1
robertobustosoc,allendexxi,1
robertobustosoc,meqchile,1
robertobustosoc,crovanos,1
barria5911,conyschon,1
verofs3,panchoorregog,1
mart78azul,paz_charpentier,1
danemvra,conyschon,1
ismaelherrera1,allendexxi,1
danielmejiasr,conyschon,1
gingerellawhite,conyschon,1
ivanauta,conyschon,1
ivanauta,afc073,1
wadakashiho,conyschon,1
brendaetchegar1,panchoorregog,1
loquilibre,conyschon,1
vaneczamorano,conyschon,1
marieladblanco1,ru_pbalamatanza,1
miguel35458900,el_ciudadano,1
miguel35458900,jorgepablolguin,1
rodrigodiazvill,panchoorregog,1
rodrigodiazvill,amorenoe,1
rodrigodiazvill,sinfiltros_tv,1
filodelpeda,fundacionapla,1
filodelpeda,robertoceledonf,1
filodelpeda,opculturales,1
filodelpeda,hugoguionista,1
filodelpeda,aleplacenciac,1
vtapiabarria,allendexxi,1
vtapiabarria,cnashr,1
cyrivera26,conyschon,1
gonsodo,conyschon,1
hociconazo,panchoorregog,1
elprofetavo,conyschon,1
cesarzaca,chincha_rojo,1
kyuniel_holic,conyschon,1
kyuniel_holic,robertoceledonf,1
kyuniel_holic,vladomirosevic,1
kyuniel_holic,la_redacciontv,1
kyuniel_holic,chamilactriz,1
kyuniel_holic,livillo,1
kyuniel_holic,mariseka,1
favcontreras,conyschon,1
pablokubo,el_ciudadano,1
dvdmrjones,ru_pbalamatanza,1
vicentefreirina,24horastvn,1
loretolagosl,conyschon,1
grfbl,conyschon,1
grfbl,halunkevalnor,1
begc2015,panchoorregog,1
begc2015,aldunatefran,1
marciana1verde,conyschon,1
klgovictor,conyschon,1
karinaolave,el_ciudadano,1
acvul,el_ciudadano,1
paaulaa_andrea,conyschon,1
solefalabella,conyschon,1
solefalabella,constituyentefa,1
solefalabella,flavioqr,1
maxi_azul,conyschon,1
maxi_azul,diputadonaranjo,1
terranova60,miderechoeducar,1
terranova60,aldunatefran,1
terranova60,glastroncarlson,1
paula86072690,panchoorregog,1
paula86072690,sinfiltros_tv,1
fpdeag,panchoorregog,1
claumezaj,conyschon,1
paulina_rojas_p,conyschon,1
lauragarri,conyschon,1
carlosivanarro1,lvera50,1
carlosivanarro1,nanogacitua,1
rosacortez_xv,conyschon,1
joselui71378907,panchoorregog,1
marcelogutierre,adriaval,1
imaczap,conyschon,1
drmemo_gz,halunkevalnor,1
drmemo_gz,ursulaeggers,1
pilardonosog,panchoorregog,1
pilardonosog,ropaestilosa,1
pilardonosog,ccifuentesh,1
pilardonosog,franctivista,1
desierto2021,el_ciudadano,1
desierto2021,la_redacciontv,1
rvallejosm,conyschon,1
rvallejosm,diputadonaranjo,1
rvallejosm,la_redacciontv,1
erices_a,conyschon,1
lily117lily,ccifuentesh,1
rodrigobravoh,conyschon,1
unbreakablemich,conyschon,1
psychotrotrip,conyschon,1
andrsbot2,el_ciudadano,1
andrsbot2,marcetys,1
boris_stven,panchoorregog,1
laloalarcn2,lau_nehuen,1
laloalarcn2,ipnpopular,1
laloalarcn2,elpueblo_unidoj,1
perryisagirl,conyschon,1
viejomontenegro,el_ciudadano,1
eleveeme_v,el_ciudadano,1
pdroalm3ndras2,conyschon,1
suriveracorrea,el_ciudadano,1
kinterano_2020,lau_nehuen,1
rockeroalbo45,conyschon,1
viajero2020_,el_ciudadano,1
josehuichaqueo,el_ciudadano,1
josehuichaqueo,hugoguionista,1
inostrozadavid,conyschon,1
inostrozadavid,panchoorregog,1
inostrozadavid,berfontaine,1
inostrozadavid,halunkevalnor,1
tiblanquitalil1,allendexxi,1
edocs73,el_ciudadano,1
burginness,conyschon,1
burginness,contexto_cl,1
burginness,diputadonaranjo,1
sollp2,ccifuentesh,1
gsfelip,conyschon,1
celinda_cid,mariariveramit,1
celinda_cid,diputadonaranjo,1
celinda_cid,afc073,1
peterapruebott,conyschon,1
carogotita,saraoki,1
bartolodelpony,el_ciudadano,1
bartolodelpony,barbara_ts_,1
vivi_tapiae,panchoorregog,1
vivi_tapiae,miderechoeducar,1
apruebd,conyschon,1
apruebd,el_ciudadano,1
kreitherm,paz_charpentier,1
kreitherm,panchoorregog,1
sanchez2704o,mariariveramit,1
kattyapp29,panchoorregog,1
kattyapp29,eldrone3,1
gonzaloorti7,panchoorregog,1
pamelaapruebo,el_ciudadano,1
andreihuaracino,chincha_rojo,1
jortega_g,conyschon,1
_cucarro_,conyschon,1
marx_con_iphone,sinfiltros_tv,1
lacagram,conyschon,1
rebecaurza,conyschon,1
bernalesrod,conyschon,1
cesarciffo,panchoorregog,1
cesarciffo,javiparada,1
adeladex2,joxe_karl,1
adeladex2,anahidurandg,1
poetasalvador,conyschon,1
valessoncilla,conyschon,1
gc_juanluis_,conyschon,1
manungo64,conyschon,1
patfloresa,conyschon,1
patfloresa,economiaerra,1
isabelm88157077,mariariveramit,1
marcosjerezmir1,conyschon,1
marcosjerezmir1,robertoceledonf,1
lino43802684,r_saavedram,1
pedrosoprost,ropaestilosa,1
jpcasalda,squellaagustin,1
jpcasalda,ricardocelis,1
dioniimartin,conyschon,1
dioniimartin,primeralineatw,1
dioniimartin,frenterebeldes,1
dioniimartin,diputadonaranjo,1
julio_sanmartin,conyschon,1
benjaii,conyschon,1
benjaii,modatima_cl,1
benjaii,nacido_ac,1
master52131,sebasti45781359,1
felix_pavez,paz_charpentier,1
felix_pavez,aldunatefran,1
mecamus,conyschon,1
mecamus,genarocuadros,1
munozgozalez,conyschon,1
kiness02,panchoorregog,1
kiness02,pollyanaconsti1,1
kiness02,bohn_ingrid,1
ctapiach,el_ciudadano,1
bar_del_zorro,conyschon,1
lamarina_isabel,conyschon,1
gua12343943,panchoorregog,1
gabrieldiaze,el_ciudadano,1
gabrieldiaze,dunicos,1
gabrieldiaze,la_redacciontv,1
gabrieldiaze,afc073,1
s_cucho,lasalitadelsin,1
s_cucho,paulleon2179,1
juankjar,conyschon,1
juankjar,hugoguionista,1
jorgedeke,panchoorregog,1
jul_rod757,panchoorregog,1
valdes_renan,berfontaine,1
valdes_renan,dgalarce,1
valdes_renan,ossandonlira,1
valdes_renan,panchoorregog,1
valdes_renan,encuestaschil10,1
rosorioc,napablaza,1
robertomerken,conyschon,1
soaandera,conyschon,1
jorgetorresh3,berfontaine,1
rebeldeerrante,conyschon,1
delafontaine17r,gubernatti,1
gonzalofeito,panchoorregog,1
gonzalofeito,sinfiltros_tv,1
geri_hormazabal,conyschon,1
conde_patolin,24horastvn,1
andreasr_r,conyschon,1
cleofuturista,conyschon,1
cleofuturista,el_ciudadano,1
cvropardo,conyschon,1
oscarsa34995474,conyschon,1
juanma90994437,paz_charpentier,1
juansusus,panchoorregog,1
juansusus,davidpintoi,1
macafernandaac,conyschon,1
volar02,conyschon,1
ggodoyr,berfontaine,1
ggodoyr,javiparada,1
knaviszativa,allendexxi,1
cdfigueroa,conyschon,1
pablo48187412,conyschon,1
piasur1,ccifuentesh,1
piasur1,benjaerra,1
piasur1,saraoki,1
piasur1,lucyanaah,1
piasur1,sinfiltros_tv,1
scastil2007,panchoorregog,1
jennymango,allendexxi,1
soypatofoix,conyschon,1
victorm66352004,panchoorregog,1
hecrock192,conyschon,1
svilla_,conyschon,1
nuncaxladerecha,conyschon,1
malala2010,conyschon,1
paulog1985,conyschon,1
bot___rga___,panchoorregog,1
adrianitadulce,el_ciudadano,1
czanzil,berfontaine,1
panshiuu,conyschon,1
pelaogalaz,conyschon,1
andreschellew1,conyschon,1
andreschellew1,halunkevalnor,1
andreschellew1,berfontaine,1
andreschellew1,mivozchile,1
jorgepatriciot4,panchoorregog,1
chhiri_og,conyschon,1
coffeeeterno,panchoorregog,1
coffeeeterno,jirarrazavalr,1
gaete_franci,conyschon,1
luismm030407,panchoorregog,1
fenpruss,confusamchile,1
fenpruss,ispinteramerica,1
otra_lore,conyschon,1
pvaldebenitor,conyschon,1
vale_karina_ob,conyschon,1
sandovalgaby,conyschon,1
mariconpinpon,el_ciudadano,1
humusapienss,conyschon,1
littlemshyuk,conyschon,1
rolodeconti,conyschon,1
lomofull,conyschon,1
chabeschneider,confusamchile,1
marcela95089204,carojasque,1
marcela95089204,modatima_cl,1
marcela95089204,hugoguionista,1
marcela95089204,r_saavedram,1
marcela95089204,xtianrocker,1
marcela95089204,manuconstituye,1
pabloperezbravo,allendexxi,1
pabloperezbravo,robertoceledonf,1
mauricioamanece,conyschon,1
mauricioamanece,apruebo4septbre,1
gpeirano,conyschon,1
jannakora,panchoorregog,1
cabildosvincul1,constituyenteo,1
caterine_pea,panchoorregog,1
cristianm2013,conyschon,1
angitel,pablomillaleo,1
olgavilches,conyschon,1
olgavilches,aldunatefran,1
angeeretamal,v_bachelet,1
juanjosenahuel,allendexxi,1
jotita1959,constituyenteo,1
drasmanduke,alejandroarayah,1
drasmanduke,halunkevalnor,1
drasmanduke,ciudadannochile,1
etien994,conyschon,1
etien994,el_ciudadano,1
kikindemain,allendexxi,1
ruthmagalimart1,pc0ntreras,1
nelsonlagos883,desdelaofis,1
nelsonlagos883,afc073,1
ricardo_apruebo,allendexxi,1
ricardo_apruebo,hugoguionista,1
observatorioge,conyschon,1
jorgeaghar,conyschon,1
enfercomas,24horastvn,1
peyotex,deltajey,1
rnahuel_xxi,allendexxi,1
vichob,allendexxi,1
cvillagragil,el_ciudadano,1
cvillagragil,afc073,1
josejulca19,chincha_rojo,1
andresrodri,conyschon,1
liberoide,macapatriota,1
salomon66330386,24horastvn,1
estebanjudoka,conyschon,1
carolinaha14,ursulaeggers,1
699eff2e3e144bd,panchoorregog,1
699eff2e3e144bd,davidpintoi,1
699eff2e3e144bd,crimosolan,1
carrascoygrez,24horastvn,1
carrascoygrez,mmullor2016,1
carrascoygrez,osvaldo_contr2r,1
carrascoygrez,franctivista,1
ritakorrea1,el_ciudadano,1
ritakorrea1,hugoguionista,1
krauseeduardo,conyschon,1
xime_caprile,allendexxi,1
xime_caprile,edoamaya1,1
nabiki_aprueba,felipeajenjo,1
stelartoqui,conyschon,1
crchavarria,conyschon,1
paula38728932,nosoyyosonello1,1
paula38728932,bbkqk,1
eve77eva,yfuentealbac,1
viboork,conyschon,1
marafer46735224,paz_charpentier,1
huaipe640,alb0black,1
pieromedicci,pelaoqlocomics,1
c_rojastorroja,allendexxi,1
c_rojastorroja,referenterps,1
cayuken,conyschon,1
luisnar99161325,allendexxi,1
luisnar99161325,rkatrileo,1
luisnar99161325,constindigena,1
luisnar99161325,patriciapinof,1
luisnar99161325,loreto_vallejos,1
xisepcort,miderechoeducar,1
xisepcort,crisvillavera,1
juliett1967,nosoyyosonello1,1
mucisebastian,el_ciudadano,1
24juanmarin11,panchoorregog,1
ghost637cl,kantor_pauline,1
ghost637cl,kekabasualdo,1
ghost637cl,aldunatefran,1
ghost637cl,pollyanaconsti1,1
ghost637cl,sinfiltros_tv,1
rholeg,napablaza,1
rholeg,repfederalchile,1
rholeg,franciscoriosa,1
rholeg,jorgepablolguin,1
francscocasado,conyschon,1
amani_patri,cafmfmca,1
ivanveradelgado,pablomillaleo,1
crojasparada,constituyenteo,1
saez_4609,cafmfmca,1
saez_4609,arturoojeda466,1
kammelaichele,napablaza,1
jaimedi16743837,allendexxi,1
smayibsz3s7bnfd,allendexxi,1
smayibsz3s7bnfd,diputadonaranjo,1
rmachuca77,conyschon,1
dortizventa,allendexxi,1
dortizventa,hcarcamom,1
dortizventa,diputadonaranjo,1
dortizventa,personalglit,1
libertarian4cl,pelaoqlocomics,1
libertarian4cl,a_raiser06,1
libertarian4cl,chica61432746,1
camila90503182,cafmfmca,1
camila90503182,arturoojeda466,1
ferrutaalfajor,conyschon,1
paulatrigo2014,panchoorregog,1
paula_nunoina,panchoorregog,1
corazonrojo26,el_ciudadano,1
patitoo_verde,panchoorregog,1
patitoo_verde,lucyanaah,1
otermayersta,conyschon,1
pauloangulo36,cafmfmca,1
davidarayaj,allendexxi,1
isabelicosa,conyschon,1
isabelicosa,jorgepablolguin,1
pilarruiz66,allendexxi,1
rockywrestling,conyschon,1
cespinozaalarco,24horastvn,1
azaamlyg,conyschon,1
elmanzana76,panchoorregog,1
aftoro,desdelaofis,1
fkifafi,conyschon,1
alzamorapina,conyschon,1
aehrtw,el_ciudadano,1
elianah30197696,paz_charpentier,1
caniviloclaudio,berfontaine,1
caniviloclaudio,miderechoeducar,1
caniviloclaudio,nonobanez,1
caniviloclaudio,javieri32072840,1
caniviloclaudio,crisvillavera,1
claudio43575109,napablaza,1
claudio43575109,oiga_profe,1
claudio43575109,hugoguionista,1
quintanamatico,napablaza,1
flakadcorazon,miderechoeducar,1
clay0709,24horastvn,1
edomax,conyschon,1
omardomjim,panchoorregog,1
rava54,allendexxi,1
ptyestrella,conyschon,1
bladekimi,kimiblade1,1
macagayangos,amarillos_chile,1
alcarruz_,amarillos_chile,1
enmodopractica,conyschon,1
rodolfossaezmu1,ropaestilosa,1
rodolfossaezmu1,beethovenclusa,1
rodolfossaezmu1,paz_charpentier,1
lsoriagv,conyschon,1
lsoriagv,jeniffermella,1
fasalgad,amarillos_chile,1
mfuentes7772_se,conyschon,1
chechokaldera,el_ciudadano,1
palejandro_meza,24horastvn,1
juanpablopinog,pelaoqlocomics,1
juanpablopinog,elpedrochamorro,1
migu_guerra,conyschon,1
12axioma,24horastvn,1
debynavarror,24horastvn,1
jessica14858099,24horastvn,1
jccontactosur,sinfiltros_tv,1
jccontactosur,angeldlacruz_,1
jccontactosur,encuestaschil10,1
benjaolivars,conyschon,1
notedeseomalp,24horastvn,1
pii1240,conyschon,1
anamaradenis1,allendexxi,1
stolkan,amarillos_chile,1
gebauer_r1,conyschon,1
laissezfaire_21,conyschon,1
laissezfaire_21,aldunatefran,1
anajedlicki,conyschon,1
anajedlicki,diputadonaranjo,1
yanecabriada,allendexxi,1
nvolosky,napablaza,1
piparito,panchoorregog,1
alejand75466671,cafmfmca,1
nivitapaz,24horastvn,1
nivitapaz,lucasaykal,1
nivitapaz,sinfiltros_tv,1
nivitapaz,cfelmerv,1
cpasten1,cafmfmca,1
cpasten1,24horastvn,1
tatiana1aviles,escuelagobpuj,1
espinozaramon2,conyschon,1
espinozaramon2,rodrigoarayac_,1
quevedovicky,forochile,1
fcza_es,conyschon,1
fcza_es,manuconstituye,1
renecarrenop,conyschon,1
luissat2017,paz_charpentier,1
luissat2017,mmullor2016,1
luissat2017,franctivista,1
pactochileverde,chilesust,1
pactochileverde,afc073,1
pactochileverde,elpensador_io,1
pactochileverde,eziocosta,1
amamillan,conyschon,1
freddy_walkerr,puntoycomadomin,1
juanvid65725214,tiapikachu,1
kikee_her,panchoorregog,1
kikee_her,berfontaine,1
alex33853632,el_ciudadano,1
alex33853632,palkatiao,1
torovoltan,benjaerra,1
torovoltan,24horastvn,1
cocho69,conyschon,1
caluto23,rkatrileo,1
caluto23,elisagiustinia1,1
paito_ita,mariariveramit,1
paito_ita,hugoguionista,1
malahierba84,tiapikachu,1
malahierba84,24horastvn,1
malahierba84,halunkevalnor,1
malahierba84,hugoguionista,1
malahierba84,thetimescl,1
malahierba84,dunicos,1
malahierba84,irisaco29373188,1
malahierba84,ahanubis,1
malahierba84,la_redacciontv,1
malahierba84,amnistiachile,1
malahierba84,el_ciudadano,1
malahierba84,squellaagustin,1
malahierba84,r_saavedram,1
whernandezch,rkatrileo,1
whernandezch,robertoceledonf,1
whernandezch,danielstingo,1
whernandezch,ddhh_chile,1
whernandezch,gheragor,1
whernandezch,r_saavedram,1
missany,conyschon,1
nrosasdr,mmullor2016,1
sapijoma2,el_ciudadano,1
sapijoma2,hugoguionista,1
sapijoma2,afc073,1
sapijoma2,cieloaustralcoq,1
cfachinetti,conyschon,1
pancholoy,panchoorregog,1
pancholoy,cnavarreteliz,1
pancholoy,amorenoe,1
ftepperg,amarillos_chile,1
manuel92447614,allendexxi,1
manuel92447614,r_saavedram,1
cortesj004,24horastvn,1
cortesj004,crovanos,1
mpvalenz,paz_charpentier,1
mpvalenz,quirkearrau,1
nezumi60,conyschon,1
diazprowler06,24horastvn,1
kenacorreaf,benjaerra,1
pabloandresdiax,panchoorregog,1
pabloandresdiax,a_raiser06,1
pabloandresdiax,maldonadocurti,1
pabloandresdiax,halereeves,1
pabloandresdiax,el_despierto26,1
pabloandresdiax,franctivista,1
pabloandresdiax,lucyanaah,1
porosaez,conyschon,1
antonioraulmor2,anahidurandg,1
antonioraulmor2,joxe_karl,1
cesarmoss,el_ciudadano,1
felixfi93345317,conyschon,1
horosco1990,nat_iva,1
luisdanrr,yoneruizfer,1
luisdanrr,esahoraperu,1
ncs_nixon1,eduardogutarra3,1
jjrios20,anahidurandg,1
jjrios20,terrorismonomas,1
hleon1705,mmullor2016,1
hleon1705,kekabasualdo,1
algonfdez,24horastvn,1
josepulveda1981,allendexxi,1
hunan,anahidurandg,1
sr_borrador,eiperuano,1
sr_borrador,esahoraperu,1
chive38782000,eiperuano,1
melvins6010,gracearcosm,1
melvins6010,afc073,1
akutrul,gracearcosm,1
akutrul,danielstingo,1
unlimit4harmony,allendexxi,1
qf_unmsm,eiperuano,1
sttorm2001,24horastvn,1
sttorm2001,davidpintoi,1
oscaremiliof,eiperuano,1
gastonlopezbus1,conyschon,1
gastonlopezbus1,revistaen_torno,1
soniaro97537185,jmovandojeria,1
soniaro97537185,24horastvn,1
soniaro97537185,felipe_ruizb,1
todo_cine,conyschon,1
pattyromero11,eiperuano,1
pattyromero11,acciondeamparo,1
pattyromero11,anahidurandg,1
aelfas001,conyschon,1
manepupi,benjaerra,1
oluengoja,conyschon,1
ana_khoury,squellaagustin,1
de_adelanto,paz_charpentier,1
gabyinverosimil,conyschon,1
nannifantasy,berfontaine,1
_gonzalonater,el_ciudadano,1
_gonzalonater,afc073,1
tdsotm66,eiperuano,1
tdsotm66,elizabethtaipe8,1
tdsotm66,anahidurandg,1
tdsotm66,juliogarciaord1,1
tdsotm66,joxe_karl,1
percypersival,eiperuano,1
percypersival,paulleon2179,1
marcelo46676813,allendexxi,1
marcelo46676813,nacido_ac,1
venostiano,eiperuano,1
kohnenkampm,benjaerra,1
xebatrocas,conyschon,1
dynageo,berfontaine,1
dynageo,encuestanonima,1
dynageo,aldunatefran,1
_bernardoperezp,berfontaine,1
marianellapr,eiperuano,1
verdadero_justo,anahidurandg,1
verdadero_justo,paulleon2179,1
kikiwk66,berfontaine,1
kikiwk66,ropaestilosa,1
kikiwk66,aldunatefran,1
kikiwk66,quirkearrau,1
marvelac2,capacitamineria,1
marvelac2,aldunatefran,1
shosth,berfontaine,1
maxi80728380,afc073,1
maxi80728380,hugoguionista,1
hugofloresd1,eiperuano,1
danfferw,alonsopazru,1
anghelojulca1,anahidurandg,1
carlos93002556,berfontaine,1
carlos93002556,rossandoni,1
mariategui_,anahidurandg,1
23parsifal,jirarrazavalr,1
23parsifal,amaralesrojas,1
23parsifal,infogatecl,1
grabielsalinas,anahidurandg,1
escalante_chang,eiperuano,1
cricritox,berfontaine,1
elvapm,patriaroja,1
pedro75233705,berfontaine,1
mariapi17610856,eiperuano,1
mariapi17610856,anahidurandg,1
josjaimemontoy6,alonsopazru,1
busili,berfontaine,1
midiaenstgo,berfontaine,1
lunatico456,eiperuano,1
carlos08397375,eiperuano,1
aldazo_,eiperuano,1
rob_cont,berfontaine,1
redgar_80,anahidurandg,1
fjgonzalez10,berfontaine,1
fjgonzalez10,franctivista,1
larasfernando,elfachopobre80,1
ledinosaure,conyschon,1
alvaradogelves,berfontaine,1
fharel47,anahidurandg,1
acambiarlos,paz_charpentier,1
acambiarlos,24horastvn,1
acambiarlos,artemisofarica,1
acambiarlos,sinfiltros_tv,1
acambiarlos,sur_pueblo,1
danyv21pe,patriaroja,1
20moni,eiperuano,1
jpuretas,berfontaine,1
jpuretas,paz_charpentier,1
jpuretas,pollyanaconsti1,1
jpuretas,sinfiltros_tv,1
leoarayaponce,berfontaine,1
leoarayaponce,paz_charpentier,1
leoarayaponce,miderechoeducar,1
jcsrmrdf,panchoorregog,1
lirajc,berfontaine,1
noelbarrerariv1,eiperuano,1
noelbarrerariv1,anahidurandg,1
imguillermoi,panchoorregog,1
sersocor,berfontaine,1
castlehao19,berfontaine,1
castlehao19,mmullor2016,1
bofrias,panchoorregog,1
karlitajara,jedicruces,1
albertoarayadi1,el_ciudadano,1
marioonaq,24horastvn,1
marioonaq,flavioqr,1
luisv2hotmailc2,eiperuano,1
k_paredes_m,benjaerra,1
sectsup,eiperuano,1
bientwitero,berfontaine,1
panchoaburto,conyschon,1
prixi_contreras,berfontaine,1
mlineros,berfontaine,1
mlineros,benjaerra,1
mlineros,crisvillavera,1
mlineros,arturoojeda466,1
chepito1967,rodrigoarayac_,1
efesios2dos,berfontaine,1
pomelo31,eiperuano,1
rvegaramos,berfontaine,1
carolin99036322,berfontaine,1
carolin99036322,sinfiltros_tv,1
claudioleteli11,allendexxi,1
telefunc,napablaza,1
cordovacristian,berfontaine,1
max78765302,berfontaine,1
amigopenquista,el_ciudadano,1
meieryoyo,paz_charpentier,1
maryhumy,lucasaykal,1
maryhumy,osvaldo_contr2r,1
maryhumy,huachimingo01,1
maryhumy,bbkqk,1
maryhumy,tatty1977,1
maryhumy,elvischile87,1
gusher06,berfontaine,1
mmontiela,conyschon,1
youbet33,berfontaine,1
eduardo58870150,alonsopazru,1
ferbybu,berfontaine,1
mito27545737,berfontaine,1
mareal_leal13,rkatrileo,1
redpupo,patriaroja,1
agalvezdesign,berfontaine,1
sozanelson,rkatrileo,1
patrimoniobomb,defrente_cl,1
edgarsepulveda4,lucasaykal,1
edgarsepulveda4,supernova_2020,1
edgarsepulveda4,kekabasualdo,1
edgarsepulveda4,berfontaine,1
edgarsepulveda4,ccifuentesh,1
edgarsepulveda4,nicolas_r08,1
edgarsepulveda4,angeldlacruz_,1
lorenanana2425,conyschon,1
luciernago22,eiperuano,1
jorgelu43453259,eiperuano,1
sag_108cuencas,otra_opinion,1
nutrilibertario,berfontaine,1
default__1,tatty1977,1
default__1,maldonadocurti,1
default__1,arturoojeda466,1
default__1,lucyanaah,1
fullanarquia,alonsopazru,1
koke_jasc,berfontaine,1
koke_jasc,panelciudadano,1
koke_jasc,cnavarreteliz,1
koke_jasc,aldunatefran,1
manuel62068599,eiperuano,1
manuelc59300398,eiperuano,1
eduardopastrian,conyschon,1
davidmartncast1,eiperuano,1
cabrejosluis84,eiperuano,1
cabrejosluis84,paulleon2179,1
fernandopulos,allendexxi,1
carmenl02248084,ladymiriam1805,1
javierp_natura,berfontaine,1
javierp_natura,cnavarreteliz,1
fchavezalvarran,alonsopazru,1
shavua_tov,eiperuano,1
shavua_tov,lasalitadelsin,1
ciudadanolevi1,panchoorregog,1
ciudadanolevi1,maldonadocurti,1
ciudadanolevi1,cnavarreteliz,1
ciudadanolevi1,aldunatefran,1
ciudadanolevi1,sinfiltros_tv,1
arias5topp,latubilla,1
jhonjunes,eiperuano,1
delsureterno,berfontaine,1
delsureterno,24horastvn,1
sulkafi,eiperuano,1
derechadechile_,benjaerra,1
deligama,pcs_daniela,1
deligama,angeldlacruz_,1
deligama,franctivista,1
fgzirulnik,berfontaine,1
_perspectivatv,el_ciudadano,1
ivandbarranco,alonsopazru,1
isadoranastasia,kimiblade1,1
dantepsx,berfontaine,1
dantepsx,kekabasualdo,1
eduardoruiznav6,eiperuano,1
android__phone,patriaroja,1
